,year,round,draft_pick,draft_team,player,player_url,position,age,college,college_stats_url,pic_url,bday,hs,height,weight,height_decimal,birthplace_town,birthplace_state,home_state,conference,bmi,Career_year,Career_school,Career_conference,Career_class,Career_position,Career_games,Career_completions,Career_attempts,Career_comp_pct,Career_passing_yds,Career_yds_per_att,Career_adj_yds_per_att,Career_passing_td,Career_interceptions,Career_pass_eff_rate,Best_year,Best_school,Best_conference,Best_class,Best_position,Best_games,Best_completions,Best_attempts,Best_comp_pct,Best_passing_yds,Best_yds_per_att,Best_adj_yds_per_att,Best_passing_td,Best_interceptions,Best_pass_eff_rate,Career_rush_attempts,Career_rush_yds,Career_rush_avg,Career_rush_td,Career_receptions,Career_rec_yds,Career_rec_avg,Career_rec_td,Career_r_total_plays,Career_r+total_yds,Career_r_total_avg,Career_r_total_td
217,2003,6,201,NWE,Kliff Kingsbury,https://www.pro-football-reference.com/players/K/KingKl00.htm,QB,24,Texas Tech,http://www.sports-reference.com/cfb/players/kliff-kingsbury-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/KingKl00.jpg,8/9/1979,"New Braunfels,TX",6'3,220,6.25,San Antonio,"TX, ",TX,BIG12,27.5,Career,Texas Tech,Big 12,SR,QB,43,1231,1883,65.4,12429,6.6,6.7,95,40,133.2,2002,Texas Tech,Big 12,SR,QB,14,479,712,67.3,5017,7,7.5,45,13,143.7,273,-166,-0.6,5,1,0,0,0,274,-166,-0.6,5
218,2003,7,232,WAS,Gibran Hamdan,https://www.pro-football-reference.com/players/H/HamdGi00.htm,QB,22,Indiana,http://www.sports-reference.com/cfb/players/gibran-hamdan-1.html,,2/8/1981,"Bishop O'Connell,VA",6'6,240,6.5,San Diego,"CA, ",CA,BIG10,27.7,Career,Indiana,Big Ten,SR,QB,30,155,299,51.8,2172,7.3,5.8,10,14,114.5,2002,Indiana,Big Ten,SR,QB,12,152,293,51.9,2115,7.2,5.7,9,14,113.1,57,-43,-0.8,1,,,,,57,-43,-0.8,1
219,2003,7,241,SFO,Ken Dorsey,https://www.pro-football-reference.com/players/D/DorsKe00.htm,QB,22,Miami (FL),http://www.sports-reference.com/cfb/players/ken-dorsey-1.html,,4/22/1981,"Miramonte,CA",6'4,220,6.33,Orinda,"CA, ",CA,ACC,26.8,Career,Miami (FL),Big East,SR,QB,41,668,1153,57.9,9565,8.3,8.7,86,28,147.4,2002,Miami (FL),Big East,SR,QB,13,222,393,56.5,3369,8.6,8.6,28,12,145.9,59,-79,-1.3,2,,,,,59,-79,-1.3,2
220,2002,1,1,HOU,David Carr,https://www.pro-football-reference.com/players/C/CarrDa00.htm,QB,23,Fresno St.,http://www.sports-reference.com/cfb/players/david-carr-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/CarrDa00_2017.jpg,7/21/1979,"Stockdale,CA",6'3,212,6.25,Bakersfield,"CA, ",CA,MW,26.5,Career,Fresno State,WAC,SR,QB,36,565,901,62.7,7458,8.3,8.6,65,22,151.2,2001,Fresno State,WAC,SR,QB,14,344,533,64.5,4839,9.1,10,46,9,165.9,177,95,0.5,9,,,,,177,95,0.5,9
221,2002,1,3,DET,Joey Harrington,https://www.pro-football-reference.com/players/H/HarrJo00.htm,QB,23,Oregon,http://www.sports-reference.com/cfb/players/joey-harrington-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/HarrJo00_2019.jpg,10/21/1978,"Central Catholic,OR",6'4,220,6.33,Portland,"OR, ",OR,PAC12,26.8,Career,Oregon,Pac-10,SR,QB,34,512,928,55.2,6911,7.4,7.6,59,23,133.8,2001,Oregon,Pac-10,SR,QB,12,214,364,58.8,2764,7.6,8.3,27,6,143.8,145,210,1.4,18,2,19,9.5,1,147,229,1.6,19
222,2002,1,32,WAS,Patrick Ramsey,https://www.pro-football-reference.com/players/R/RamsPa00.htm,QB,23,Tulane,http://www.sports-reference.com/cfb/players/patrick-ramsey-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/RamsPa00.jpg,2/14/1979,"Ruston,LA",6'2,225,6.17,Ruston,"LA, ",LA,AAC,28.9,Career,Tulane,CUSA,SR,QB,35,798,1355,58.9,9205,6.8,6.2,72,51,126,2001,Tulane,CUSA,SR,QB,11,256,448,57.1,2935,6.6,6.2,22,13,122.6,152,-128,-0.8,4,,,,,152,-128,-0.8,4
223,2002,3,81,ARI,Josh McCown,https://www.pro-football-reference.com/players/M/McCoJo01.htm,QB,23,Sam Houston St.,http://www.sports-reference.com/cfb/players/josh-mccown-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/McCoJo01_2018.jpg,7/4/1979,"Jacksonville,TX",6'4,218,6.33,Jacksonville,"TX, ",TX,below_FCS,26.6,Career,SMU,WAC,JR,QB,30,340,664,51.2,4022,6.1,4.6,27,34,105.3,2000,SMU,WAC,JR,QB,11,169,331,51.1,1969,5.9,4.3,9,16,100.3,198,201,1,4,,,,,198,201,1,4
224,2002,4,108,JAX,David Garrard,https://www.pro-football-reference.com/players/G/GarrDa00.htm,QB,24,East Carolina,http://www.sports-reference.com/cfb/players/david-garrard-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/GarrDa00_2017.jpg,2/14/1978,"Southern,NC",6'1,235,6.08,East Orange,"NJ, ",NJ,AAC,31,Career,East Carolina,CUSA,SR,QB,44,666,1169,57,9029,7.7,7.2,60,39,132.1,2001,East Carolina,CUSA,SR,QB,11,164,290,56.6,2247,7.7,7.2,13,9,130.2,516,1209,2.3,21,,,,,516,1209,2.3,21
225,2002,4,117,NWE,Rohan Davey,https://www.pro-football-reference.com/players/D/DaveRo01.htm,QB,24,LSU,http://www.sports-reference.com/cfb/players/rohan-davey-1.html,,4/14/1978,"Hialeah-Miami Lakes,FL",6'2,245,6.17,Clarendon,Jamaica,Jamaica,SEC,31.4,Career,LSU,SEC,SR,QB,25,286,478,59.8,4415,9.2,9,29,15,151.2,2001,LSU,SEC,SR,QB,12,217,367,59.1,3347,9.1,8.9,18,10,146.5,66,77,1.2,0,1,-2,-2,0,67,75,1.1,0
226,2002,5,137,CAR,Randy Fasani,https://www.pro-football-reference.com/players/F/FasaRa00.htm,QB,23,Stanford,http://www.sports-reference.com/cfb/players/randy-fasani-1.html,,9/18/1978,"Del Oro,CA",6'3,234,6.25,Granite City,"CA, ",CA,PAC12,29.2,Career,Stanford,Pac-10,SR,QB,36,188,369,50.9,2973,8.1,8.1,25,11,135,2001,Stanford,Pac-10,SR,QB,8,86,167,51.5,1479,8.9,9.3,13,4,146.8,127,317,2.5,6,2,48,24,0,129,365,2.8,6
227,2002,5,158,ATL,Kurt Kittner,https://www.pro-football-reference.com/players/K/KittKu00.htm,QB,22,Illinois,http://www.sports-reference.com/cfb/players/kurt-kittner-1.html,,1/23/1980,"Schaumburg,IL",6'2,221,6.17,Schaumburg,"IL, ",IL,BIG10,28.3,Career,Illinois,Big Ten,SR,QB,42,668,1229,54.4,8460,6.9,6.7,66,33,124.5,2001,Illinois,Big Ten,SR,QB,11,207,374,55.3,2994,8,7.7,23,13,135.9,192,168,0.9,7,1,30,30,1,193,198,1,8
228,2002,5,163,SFO,Brandon Doman,,QB,,BYU,http://www.sports-reference.com/cfb/players/brandon-doman-1.html,,,,,,,,,,Independents,,Career,Brigham Young,MWC,SR,QB,32,313,504,62.1,4354,8.6,8.8,35,14,152,2001,Brigham Young,MWC,SR,QB,13,261,408,64,3542,8.7,9.4,33,8,159.7,184,673,3.7,11,11,107,9.7,0,195,780,4,11
229,2002,5,164,GNB,Craig Nall,https://www.pro-football-reference.com/players/N/NallCr00.htm,QB,23,LSU,http://www.sports-reference.com/cfb/players/craig-nall-1.html,,4/21/1979,"Alexandria,LA",6'3,230,6.25,Alexandria,"LA, ",LA,SEC,28.7,Career,LSU,SEC,JR,QB,16,35,79,44.3,431,5.5,3.2,0,4,80,1998,LSU,SEC,,QB,8,28,57,49.1,340,6,4.4,0,2,92.2,16,-65,-4.1,0,,,,,16,-65,-4.1,0
230,2002,6,205,LAR,Steve Bellisari,,QB,,Ohio St.,http://www.sports-reference.com/cfb/players/steve-bellisari-1.html,,,,,,,,,,BIG10,,Career,Ohio State,Big Ten,SR,QB,45,365,724,50.4,5558,7.7,6.8,33,28,122.2,2001,Ohio State,Big Ten,SR,QB,9,98,185,53,1599,8.6,8,8,6,133.4,295,608,2.1,5,2,29,14.5,0,297,637,2.1,5
231,2002,7,232,SEA,Jeff Kelly,https://www.pro-football-reference.com/players/K/KellJe21.htm,QB,23,Southern Miss,http://www.sports-reference.com/cfb/players/jeff-kelly-1.html,,9/7/1979,,6'1,212,6.08,Deerpark,"AL, ",AL,CUSA,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2001,1,1,ATL,Michael Vick,https://www.pro-football-reference.com/players/V/VickMi00.htm,QB,21,Virginia Tech,http://www.sports-reference.com/cfb/players/michael-vick-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/VickMi00_2019.jpg,6/26/1980,"Warwick,VA",6'0,210,6,Newport News,"VA, ",VA,ACC,28.5,Career,Virginia Tech,Big East,SO,QB,22,192,343,56,3299,9.6,9.4,21,11,150.6,2000,Virginia Tech,Big East,SO,QB,10,87,161,54,1234,7.7,7,8,6,127.4,235,1299,5.5,17,,,,,235,1299,5.5,17
233,2001,2,32,LAC,Drew Brees,https://www.pro-football-reference.com/players/B/BreeDr00.htm,QB,22,Purdue,http://www.sports-reference.com/cfb/players/drew-brees-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/BreeDr00_2020.jpg,1/15/1979,"Westlake,TX",6'0,209,6,Austin,"TX, ",TX,BIG10,28.3,Career,Purdue,Big Ten,SR,QB,45,1026,1678,61.1,11792,7,6.9,90,45,132.5,2000,Purdue,Big Ten,SR,QB,12,309,512,60.4,3668,7.2,7.1,26,12,132.6,253,900,3.6,14,6,14,2.3,2,259,914,3.5,16
234,2001,2,53,DAL,Quincy Carter,https://www.pro-football-reference.com/players/C/CartQu00.htm,QB,23,Georgia,http://www.sports-reference.com/cfb/players/quincy-carter-1.html,,10/13/1977,"Southwest DeKalb,GA",6'2,213,6.17,Decatur,"GA, ",GA,SEC,27.3,Career,Georgia,SEC,JR,QB,29,483,853,56.6,6447,7.6,7.1,35,25,127.8,2000,Georgia,SEC,JR,QB,7,91,183,49.7,1250,6.8,5,6,10,107,251,606,2.4,11,2,55,27.5,0,253,661,2.6,11
235,2001,2,59,LVR,Marques Tuiasosopo,https://www.pro-football-reference.com/players/T/TuiaMa00.htm,QB,22,Washington,http://www.sports-reference.com/cfb/players/marques-tuiasosopo-1.html,,3/22/1979,"Woodinville,WA",6'1,220,6.08,Seattle,"WA, ",WA,PAC12,29.1,Career,Washington,Pac-10,SR,QB,42,418,761,54.9,5501,7.2,6.4,31,28,121.7,2000,Washington,Pac-10,SR,QB,11,170,323,52.6,2146,6.6,6,14,11,115.9,346,1374,4,20,,,,,346,1374,4,20
236,2001,4,106,CAR,Chris Weinke,https://www.pro-football-reference.com/players/W/WeinCh00.htm,QB,29,Florida St.,http://www.sports-reference.com/cfb/players/chris-weinke-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/WeinCh00.jpg,7/31/1972,"Cretin-Derham Hall,MN",6'4,232,6.33,St. Paul,"MN, ",MN,ACC,28.3,Career,Florida State,ACC,SR,QB,36,650,1107,58.7,9839,8.9,9,79,32,151.1,2000,Florida State,ACC,SR,QB,12,266,431,61.7,4167,9.7,10.1,33,11,163.1,110,-366,-3.3,2,,,,,110,-366,-3.3,2
237,2001,4,109,WAS,Sage Rosenfels,https://www.pro-football-reference.com/players/R/RoseSa00.htm,QB,23,Iowa St.,http://www.sports-reference.com/cfb/players/sage-rosenfels-1.html,,3/6/1978,"Maquoketa,IA",6'4,222,6.33,Maquoketa,"IA, ",IA,BIG12,27,Career,Iowa State,Big 12,SR,QB,30,306,587,52.1,4164,7.1,5.7,18,26,113,2000,Iowa State,Big 12,SR,QB,11,172,333,51.7,2298,6.9,5.8,8,12,110.3,164,660,4,14,,,,,164,660,4,14
238,2001,4,125,NYG,Jesse Palmer,https://www.pro-football-reference.com/players/P/PalmJe00.htm,QB,22,Florida,http://www.sports-reference.com/cfb/players/jesse-palmer-1.html,,10/5/1978,"St. Pius X,Canada",6'2,225,6.17,Toronto,"Ontario, Canada",Canada,SEC,28.9,Career,Florida,SEC,SR,QB,27,254,479,53,3755,7.8,7.5,31,17,133.1,2000,Florida,SEC,SR,QB,10,116,223,52,1653,7.4,7.6,11,4,127,67,-124,-1.9,6,,,,,67,-124,-1.9,6
239,2001,5,149,DET,Mike McMahon,https://www.pro-football-reference.com/players/M/McMaMi00.htm,QB,22,Rutgers,http://www.sports-reference.com/cfb/players/mike-mcmahon-1.html,,2/8/1979,"North Allegheny,PA",6'2,208,6.17,Wexford,"PA, ",PA,BIG10,26.7,Career,Rutgers,Big East,SR,QB,35,482,974,49.5,6608,6.8,5.2,41,52,109.7,2000,Rutgers,Big East,SR,QB,10,169,340,49.7,2157,6.3,5.2,18,17,110.5,214,185,0.9,8,,,,,214,185,0.9,8
240,2001,5,155,PHI,A.J. Feeley,https://www.pro-football-reference.com/players/F/FeelA.00.htm,QB,24,Oregon,http://www.sports-reference.com/cfb/players/aj-feeley-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/FeelA.00.jpg,5/16/1977,"Ontario,OR",6'3,220,6.25,Caldwell,"ID, ",ID,PAC12,27.5,Career,Oregon,Pac-10,SR,QB,22,149,282,52.8,2175,7.7,7.8,15,6,130.9,1999,Oregon,Pac-10,,QB,10,136,259,52.5,1951,7.5,7.6,14,6,129,37,0,0,1,,,,,37,0,0,1
241,2001,6,172,SEA,Josh Booty,,QB,,LSU,http://www.sports-reference.com/cfb/players/josh-booty-1.html,,,,,,,,,,SEC,,Career,LSU,SEC,JR,QB,20,307,623,49.3,3951,6.3,4.7,24,34,104.3,2000,LSU,SEC,JR,QB,10,145,290,50,2121,7.3,6.2,17,15,120.4,53,-83,-1.6,0,,,,,53,-83,-1.6,0
242,2001,6,177,MIA,Josh Heupel,,QB,,Oklahoma,http://www.sports-reference.com/cfb/players/josh-heupel-1.html,,,,,,,,,,BIG12,,Career,Oklahoma,Big 12,SR,QB,24,615,972,63.3,7066,7.3,6.9,50,30,135.1,2000,Oklahoma,Big 12,SR,QB,13,305,472,64.6,3606,7.6,7.1,20,15,136.4,130,69,0.5,12,,,,,130,69,0.5,12
243,2000,1,18,NYJ,Chad Pennington,https://www.pro-football-reference.com/players/P/PennCh01.htm,QB,24,Marshall,http://www.sports-reference.com/cfb/players/chad-pennington-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/PennCh01.jpg,6/26/1976,"Webb School,TN",6'3,230,6.25,Knoxville,"TN, ",TN,CUSA,28.7,Career,Marshall,MAC,,QB,38,848,1334,63.6,11446,8.6,9.2,107,30,157.6,1999,Marshall,MAC,,QB,12,275,405,67.9,3799,9.4,10,37,11,171.4,168,61,0.4,4,,,,,168,61,0.4,4
244,2000,3,75,BAL,Chris Redman,https://www.pro-football-reference.com/players/R/RedmCh00.htm,QB,23,Louisville,http://www.sports-reference.com/cfb/players/chris-redman-1.html,,7/7/1977,"Male,KY",6'3,223,6.25,Louisville,"KY, ",KY,ACC,27.9,Career,Louisville,CUSA,,QB,43,1031,1679,61.4,12541,7.5,7.1,84,51,134.6,1999,Louisville,CUSA,,QB,11,317,489,64.8,3647,7.5,7.4,29,13,141.7,167,-412,-2.5,3,,,,,167,-412,-2.5,3
245,2000,5,163,PIT,Tee Martin,https://www.pro-football-reference.com/players/M/MartTe00.htm,QB,22,Tennessee,http://www.sports-reference.com/cfb/players/tee-martin-1.html,,7/25/1978,"Williamson,AL",6'2,225,6.17,Mobile,"AL, ",AL,SEC,28.9,Career,Tennessee,SEC,,QB,38,326,588,55.4,4592,7.8,7.7,32,16,133.6,1999,Tennessee,SEC,,QB,11,165,305,54.1,2317,7.6,7.1,12,9,125,204,614,3,16,,,,,204,614,3,16
246,2000,6,168,NOR,Marc Bulger,https://www.pro-football-reference.com/players/B/BulgMa00.htm,QB,23,West Virginia,http://www.sports-reference.com/cfb/players/marc-bulger-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/BulgMa00.jpg,4/5/1977,"Central Catholic,PA",6'3,208,6.25,Pittsburgh,"PA, ",PA,BIG12,26,Career,West Virginia,Big East,,QB,38,630,1023,61.6,8153,8,7.6,59,34,140.9,1999,West Virginia,Big East,,QB,8,145,239,60.7,1729,7.2,5.7,11,13,125.7,107,-326,-3,2,1,-1,-1,0,108,-327,-3,2
247,2000,6,183,CLE,Spergon Wynn,https://www.pro-football-reference.com/players/W/WynnSp00.htm,QB,22,Texas St.,http://www.sports-reference.com/cfb/players/spergon-wynn-1.html,,8/10/1978,"Episcopal,TX",6'3,226,6.25,Houston,"TX, ",TX,Sun Belt,28.2,Career,Minnesota,Big Ten,,QB,2,,,,,,,,,,,,,,,,,,,,,,,,,3,8,2.7,0,,,,,3,8,2.7,0
248,2000,6,199,NWE,Tom Brady,https://www.pro-football-reference.com/players/B/BradTo00.htm,QB,23,Michigan,http://www.sports-reference.com/cfb/players/tom-brady-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/BradTo00_2022.jpg,8/3/1977,"Junipero Serra,CA",6'4,225,6.33,San Mateo,"CA, ",CA,BIG10,27.4,Career,Michigan,Big Ten,,QB,29,395,638,61.9,4773,7.5,7.2,30,17,134.9,1999,Michigan,Big Ten,,QB,11,180,295,61,2217,7.5,7.7,16,6,138,90,-150,-1.7,3,,,,,90,-150,-1.7,3
249,2000,6,202,WAS,Todd Husak,https://www.pro-football-reference.com/players/H/HusaTo20.htm,QB,22,Stanford,http://www.sports-reference.com/cfb/players/todd-husak-1.html,,7/6/1978,"St. John Bosco,CA",6'3,216,6.25,Brazos County,"TX, ",TX,PAC12,27,Career,Stanford,Pac-10,,QB,36,465,872,53.3,6564,7.5,7.2,41,24,126.6,1999,Stanford,Pac-10,,QB,10,176,308,57.1,2688,8.7,8.3,18,11,142.6,99,-136,-1.4,3,,,,,99,-136,-1.4,3
250,2000,7,212,SFO,Tim Rattay,https://www.pro-football-reference.com/players/R/RattTi00.htm,QB,23,Louisiana Tech,http://www.sports-reference.com/cfb/players/tim-rattay-1.html,,3/15/1977,"Phoenix Christian,AZ",6'0,200,6,Elyria,"OH, ",OH,CUSA,27.1,Career,Louisiana Tech,Ind,,QB,33,1015,1552,65.4,12746,8.2,8.7,115,35,154.3,1999,Louisiana Tech,Ind,,QB,10,342,516,66.3,3922,7.6,7.9,35,12,147.9,153,-103,-0.7,2,2,-2,-1,0,155,-105,-0.7,2
251,2000,7,214,DEN,Jarious Jackson,https://www.pro-football-reference.com/players/J/JackJa01.htm,QB,23,Notre Dame,http://www.sports-reference.com/cfb/players/jarious-jackson-1.html,,5/3/1977,"Tupelo,MS",6'0,228,6,Tupelo,"MS, ",MS,Independents,30.9,Career,Notre Dame,Ind,,QB,36,306,536,57.1,4820,9,8.5,34,21,145.7,1999,Notre Dame,Ind,,QB,12,184,316,58.2,2753,8.7,7.8,17,14,140.3,272,957,3.5,13,,,,,272,957,3.5,13
252,2000,7,234,TAM,Joe Hamilton,https://www.pro-football-reference.com/players/H/HamiJo20.htm,QB,23,Georgia Tech,http://www.sports-reference.com/cfb/players/joe-hamilton-1.html,,3/13/1977,"Macedonia,SC",5'10,190,5.83,Alvin,"SC, ",SC,ACC,27.3,Career,Georgia Tech,ACC,,QB,43,629,1020,61.7,8882,8.7,8.3,65,39,148.2,1999,Georgia Tech,ACC,,QB,11,203,305,66.6,3060,10,10.3,29,11,175,501,1758,3.5,18,,,,,501,1758,3.5,18
253,1999,1,1,CLE,Tim Couch,https://www.pro-football-reference.com/players/C/CoucTi00.htm,QB,22,Kentucky,http://www.sports-reference.com/cfb/players/tim-couch-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/CoucTi00_2019.jpg,7/31/1977,"Leslie Co.,KY",6'4,220,6.33,Hyden,"KY, ",KY,SEC,26.8,Career,Kentucky,SEC,,QB,29,795,1184,67.1,8435,7.1,7,74,35,141.7,1998,Kentucky,SEC,,QB,11,400,553,72.3,4275,7.7,7.8,36,15,153.3,154,-275,-1.8,4,,,,,154,-275,-1.8,4
254,1999,1,2,PHI,Donovan McNabb,https://www.pro-football-reference.com/players/M/McNaDo00.htm,QB,22,Syracuse,http://www.sports-reference.com/cfb/players/donovan-mcnabb-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/McNaDo00_2017.jpg,11/25/1976,"Mount Carmel,IL",6'2,240,6.17,Chicago,"IL, ",IL,ACC,30.8,Career,Syracuse,Big East,,QB,45,548,938,58.4,8389,8.9,9.3,77,26,155.1,1998,Syracuse,Big East,,QB,11,157,251,62.5,2134,8.5,9.4,22,5,158.9,465,1561,3.4,19,,,,,465,1561,3.4,19
255,1999,1,3,CIN,Akili Smith,https://www.pro-football-reference.com/players/S/SmitAk00.htm,QB,24,Oregon,http://www.sports-reference.com/cfb/players/akili-smith-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/SmitAk00_2019.jpg,8/21/1975,"Abraham Lincoln,CA",6'3,220,6.25,San Diego,"CA, ",CA,PAC12,27.5,Career,Oregon,Pac-10,,QB,23,323,571,56.6,5148,9,9.4,45,15,153.1,1998,Oregon,Pac-10,,QB,12,215,371,58,3763,10.1,10.9,32,8,167.3,171,367,2.1,6,,,,,171,367,2.1,6
256,1999,1,11,MIN,Daunte Culpepper,https://www.pro-football-reference.com/players/C/CulpDa00.htm,QB,22,Central Florida,http://www.sports-reference.com/cfb/players/daunte-culpepper-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/CulpDa00_2017.jpg,1/28/1977,"Vanguard,FL",6'4,260,6.33,Ocala,"FL, ",FL,AAC,31.7,Career,UCF,Ind,,QB,33,721,1097,65.7,9341,8.5,8.5,72,32,153.1,1998,UCF,Ind,,QB,11,296,402,73.6,3690,9.2,9.8,28,7,170.2,371,1003,2.7,19,1,21,21,0,372,1024,2.8,19
257,1999,1,12,CHI,Cade McNown,https://www.pro-football-reference.com/players/M/McNoCa00.htm,QB,22,UCLA,http://www.sports-reference.com/cfb/players/cade-mcnown-1.html,,1/12/1977,"San Benito,CA,West Linn,OR",6'1,208,6.08,Portland,"OR, ",OR,PAC12,27.5,Career,UCLA,Pac-10,,QB,47,694,1250,55.5,10708,8.6,8.2,68,41,138.9,1998,UCLA,Pac-10,,QB,12,207,357,58,3470,9.7,9.7,25,11,156.6,313,577,1.8,16,1,22,22,0,314,599,1.9,16
258,1999,2,50,TAM,Shaun King,https://www.pro-football-reference.com/players/K/KingSh00.htm,QB,22,Tulane,http://www.sports-reference.com/cfb/players/shaun-king-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/KingSh00.jpg,5/29/1977,"Gibbs,FL",6'1,228,6.08,St. Petersburg,"FL, ",FL,AAC,30.1,Career,Tulane,CUSA,,QB,42,669,1201,55.7,8695,7.2,7.2,72,34,130.6,1998,Tulane,CUSA,,QB,12,246,366,67.2,3508,9.6,10.9,38,6,178.7,369,1158,3.1,20,1,8,8,0,370,1166,3.2,20
259,1999,3,77,SEA,Brock Huard,https://www.pro-football-reference.com/players/H/HuarBr00.htm,QB,23,Washington,http://www.sports-reference.com/cfb/players/brock-huard-1.html,,4/15/1976,"Puyallup,WA",6'4,232,6.33,Seattle,"WA, ",WA,PAC12,28.3,Career,Washington,Pac-10,,QB,30,422,776,54.4,5742,7.4,7.1,51,27,131.3,1998,Washington,Pac-10,,QB,9,168,315,53.3,1924,6.1,5.3,15,12,112.7,114,-39,-0.3,3,,,,,114,-39,-0.3,3
260,1999,4,101,LAR,Joe Germaine,https://www.pro-football-reference.com/players/G/GermJo00.htm,QB,24,Ohio St.,http://www.sports-reference.com/cfb/players/joe-germaine-1.html,,8/11/1975,"Mountain View,AZ",6'0,202,6,Denver,"CO, ",CO,BIG10,27.4,Career,Ohio State,Big Ten,,QB,37,439,741,59.2,6370,8.6,8.9,56,20,151,1998,Ohio State,Big Ten,,QB,12,230,384,59.9,3330,8.7,9.2,25,7,150.6,111,-276,-2.5,0,,,,,111,-276,-2.5,0
261,1999,4,131,GNB,Aaron Brooks,https://www.pro-football-reference.com/players/B/BrooAa00.htm,QB,23,Virginia,http://www.sports-reference.com/cfb/players/aaron-brooks-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/BrooAa00_2017.jpg,3/24/1976,"Ferguson,VA",6'4,205,6.33,Newport News,"VA, ",VA,ACC,25,Career,Virginia,ACC,,QB,34,357,651,54.8,5118,7.9,7.2,33,24,130.2,1998,Virginia,ACC,,QB,11,156,290,53.8,2319,8,7.4,12,9,128.4,199,547,2.7,14,1,-11,-11,0,200,536,2.7,14
262,1999,7,227,NWE,Michael Bishop,https://www.pro-football-reference.com/players/B/BishMi00.htm,QB,23,Kansas St.,http://www.sports-reference.com/cfb/players/michael-bishop-1.html,,5/15/1976,"Willis,TX",6'2,215,6.17,Galveston,"TX, ",TX,BIG12,27.6,Career,Kansas State,Big 12,,QB,23,244,480,50.8,4401,9.2,9.5,36,13,147.2,1998,Kansas State,Big 12,,QB,12,164,295,55.6,2844,9.6,10.4,23,5,158.9,324,1314,4.1,23,,,,,324,1314,4.1,23
263,1999,7,245,CIN,Scott Covington,https://www.pro-football-reference.com/players/C/CoviSc00.htm,QB,23,Miami (FL),http://www.sports-reference.com/cfb/players/scott-covington-1.html,,1/17/1976,"Dana Hills,CA",6'2,217,6.17,Laguna Niguel,"CA, ",CA,ACC,27.8,Career,Miami (FL),Big East,,QB,35,281,497,56.5,3862,7.8,7.5,26,15,133,1998,Miami (FL),Big East,,QB,11,159,270,58.9,2301,8.5,8.6,19,8,147.8,80,-245,-3.1,2,,,,,80,-245,-3.1,2
264,1998,1,1,IND,Peyton Manning,https://www.pro-football-reference.com/players/M/MannPe00.htm,QB,22,Tennessee,http://www.sports-reference.com/cfb/players/peyton-manning-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/MannPe00_2019.jpg,3/24/1976,"Isidore Newman,LA",6'5,230,6.42,New Orleans,"LA, ",LA,SEC,27.2,Career,Tennessee,SEC,,QB,45,863,1381,62.5,11201,8.1,8.3,89,33,147.1,1997,Tennessee,SEC,,QB,12,287,477,60.2,3819,8,8.5,36,11,147.7,153,-181,-1.2,12,1,10,10,0,154,-171,-1.1,12
265,1998,1,2,LAC,Ryan Leaf,https://www.pro-football-reference.com/players/L/LeafRy00.htm,QB,22,Washington St.,http://www.sports-reference.com/cfb/players/ryan-leaf-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/LeafRy00_2019.jpg,5/15/1976,"C.M. Russell,MT",6'5,245,6.42,Great Falls,"MT, ",MT,PAC12,29,Career,Washington State,Pac-10,,QB,32,473,880,53.8,7433,8.4,8.6,59,24,141.4,1997,Washington State,Pac-10,,QB,12,227,410,55.4,3968,9.7,10.1,34,11,158.7,173,-171,-1,14,,,,,173,-171,-1,14
266,1998,2,60,DET,Charlie Batch,https://www.pro-football-reference.com/players/B/BatcCh00.htm,QB,23,East. Michigan,http://www.sports-reference.com/cfb/players/charlie-batch-1.html,,12/5/1974,"Steel Valley,PA",6'2,216,6.17,Homestead,"PA, ",PA,MAC,27.7,Career,Eastern Michigan,MAC,,QB,32,579,998,58,7592,7.6,7.3,53,31,133.2,1997,Eastern Michigan,MAC,,QB,11,247,434,56.9,3280,7.6,7.5,23,11,132.8,181,123,0.7,5,,,,,181,123,0.7,5
